epoch,cost
0,48.224802406920304
10,46.384657328482135
20,45.319548691605256
30,44.694402675404476
40,44.32450234798646
50,44.10458352433262
60,43.9734625331323
70,43.895152669887366
80,43.84833611063468
90,43.82033051917262
