iteration,loss,gradient_norm
0,51.35064378600132,1.5167717435997652
1,51.328666485663284,1.3813520543472735
2,51.31043265733681,1.258869283054237
3,51.295283719092396,1.1481131002246299
4,51.28267820463269,1.04798760783084
5,51.2721708271687,0.9575003134663544
6,51.26339529851953,0.8757521307112648
7,51.25605022817389,0.8019283075577575
8,51.24988754872499,0.7352901954399123
9,51.24470301380671,0.6751677815130575
10,51.240328396376015,0.6209529163879429
11,51.23662508216635,0.5720931785313863
12,51.2334788080401,0.5280863249004895
13,51.23079533997011,0.48847528489109354
14,51.228496922278964,0.45284366107518836
15,51.226519360013405,0.4208117051428192
16,51.22480962113329,0.3920327406224277
17,51.223323865538575,0.36619000509260585
18,51.2220258246316,0.34299388367519723
19,51.22088546879876,0.32217950285587466
20,51.21987791141369,0.30350464968264657
21,51.218982507170104,0.2867479770078374
22,51.218182110107655,0.2717074516977966
23,51.21746246288539,0.25819900064278795
24,51.216811693949666,0.246055309715052
25,51.21621990340909,0.2351247338756232
26,51.21567882186139,0.2252702822419683
27,51.21518152922285,0.2163686494603634
28,51.21472222292398,0.2083092732384313
29,51.214296026727766,0.20099340635847757
30,51.21389883298417,0.19433319900943263
31,51.21352717241359,0.18825079321466043
32,51.21317810656032,0.18267743519781124
33,51.21284913892167,0.1775526137335935
34,51.21253814146645,0.17282323312270342
35,51.212243293837666,0.16844282879150935
36,51.211963033015905,0.16437083206784067
37,51.2116960116105,0.16057188881294363
38,51.21144106327146,0.15701523461100386
39,51.21119717397965,0.1536741273565962
40,51.210963458192595,0.15052533647558028
41,51.21073913900259,0.14754868673272703
42,51.21052353161307,0.14472665363260442
43,51.210316029559124,0.14204400678653856
44,51.210116093201194,0.13948749725547444
45,51.20992324010088,0.1370455847357285
46,51.20973703695776,0.1347082004809723
47,51.20955709284106,0.13246654200272817
48,51.20938305349729,0.13031289582334835
49,51.20921459655157,0.12824048483754716
50,51.209051427453694,0.1262433371460117
51,51.20889327604356,0.12431617353882563
52,51.208739893634345,0.12245431111425568
53,51.20859105052741,0.12065358081109441
54,51.20844653388898,0.11891025690481756
55,51.20830614592976,0.11722099676645592
56,51.20816970233843,0.11558278940724043
57,51.20803703093003,0.11399291153198064
58,51.20790797047347,0.11244889000084572
59,51.20778236967258,0.11094846975426667
60,51.20766008627492,0.10948958639092424
61,51.20754098629129,0.10807034270615505
62,51.20742494330722,0.10668898859953023
63,51.20731183787535,0.10534390384769661
64,51.207201556974816,0.10403358331354406
65,51.207093993529966,0.10275662422697038
66,51.20698904597907,0.1015117152273667
67,51.206886617887015,0.10029762690474255
68,51.20678661759587,0.0991132036162499
69,51.20668895790813,0.09795735638875182
70,51.20659355579956,0.096829056746873
71,51.20650033215663,0.0957273313303968
72,51.20640921153706,0.09465125718559818
73,51.206320121949666,0.09359995763266292
74,51.20623299465203,0.09257259862622128
75,51.20614776396378,0.09156838553861897
76,51.20606436709411,0.09058656030621683
77,51.20598274398158,0.08962639888802919
78,51.20590283714591,0.08868720899365345
79,51.20582459154916,0.0877683280439009
80,51.2057479544674,0.08686912133300921
81,51.20567287536976,0.08598898036594098
82,51.20559930580633,0.08512732134819218
83,51.205527199302246,0.08428358380884504
84,51.20545651125911,0.0834572293404111
85,51.20538719886195,0.08264774044138416
86,51.205319220991754,0.08185461944944046
87,51.20525253814372,0.08107738755493006
88,51.20518711234932,0.08031558388575509
89,51.2051229071038,0.07956876465595879
90,51.20505988729694,0.07883650237139549
91,51.20499801914844,0.0781183850867427
92,51.20493727014587,0.07741401570886965
93,51.204877608987324,0.07672301134222535
94,51.20481900552592,0.07604500267245624
95,51.20476143071799,0.07537963338493636
96,51.20470485657355,0.0747265596152921
97,51.20464925611007,0.07408544942935216
98,51.204594603307555,0.07345598233024435
99,51.20454087306702,0.07283784879062054
100,51.20448804117027,0.07223074980820582
101,51.20443608424223,0.07163439648306077
102,51.204384979715016,0.07104850961510789
103,51.20433470579342,0.07047281932061625
104,51.204285241422845,0.06990706466646313
105,51.20423656625801,0.06935099332109826
106,51.204188660633925,0.06880436122123236
107,51.20414150553746,0.06826693225335458
108,51.204095082581105,0.06773847794925625
109,51.20404937397742,0.06721877719480508
110,51.20400436251492,0.06670761595126896
111,51.203960031534926,0.06620478698854221
112,51.20391636490982,0.06571008962967224
113,51.20387334702182,0.0652233295061255
114,51.203830962743346,0.0647443183232687
115,51.20378919741771,0.0642728736355758
116,51.20374803684104,0.06380881863110058
117,51.20370746724487,0.06335198192478286
118,51.203667475279595,0.06290219736018132
119,51.20362804799866,0.06245930381925065
120,51.20358917284347,0.06202314503979918
121,51.20355083762859,0.06159356944028633
122,51.203513030528434,0.061170429951633805
123,51.20347574006376,0.060753583855744926
124,51.203438955088906,0.06034289263043942
125,51.203402664779944,0.059938221800526915
126,51.20336685862301,0.05953944079475588
127,51.20333152640306,0.059146422808387354
128,51.20329665819346,0.05875904467115535
129,51.203262244345765,0.05837718672038631
130,51.2032282754799,0.05800073267906106
131,51.203194742474814,0.05762956953861302
132,51.20316163645962,0.0572635874462651
133,51.20312894880504,0.056902679596717645
