epoch,cost
0,2.0746987402221744
10,0.09749585054967888
20,0.017133476781552436
30,0.013379694616331437
40,0.012911650461435952
50,0.01268689806142159
60,0.012537003261150863
70,0.01242857128720963
80,0.012348530985702868
90,0.012286872376760568
