epoch,cost
0,47.45852449537228
10,43.776759566220456
20,40.394481300338605
30,37.280269311663986
40,34.40948635468274
50,31.761474067565807
60,29.31816141942391
70,27.063343422985753
80,24.982284565794483
90,23.061498513979345
