epoch,cost
0,0.09749701508326995
10,0.01337412414709736
20,0.01268618340111223
30,0.012428522399202101
40,0.012286721658833618
50,0.012201292391154884
60,0.012145345135270788
70,0.01210618462007537
80,0.012077192234730442
90,0.012055504148737238
