epoch,cost
0,50.179353139074415
10,48.83529855804874
20,47.53163862314987
30,46.26604595817166
40,45.03677661572991
50,43.8421886648276
60,42.680924662331485
70,41.55167599284063
80,40.45325035812473
90,39.38469590646501
