iteration,loss,gradient_norm,velocity_norm
0,0.012173830216151305,0.004265269687320631,0.008641695503521877
100,0.012014946337445846,0.0019027020460304074,0.0038251452825820652
200,0.01196751383033146,0.0012331322528750961,0.0024760681335217823
300,0.011946355800750104,0.0008425106896814601,0.0016912863296966421
400,0.011936280999031788,0.000588330498368589,0.0011807852954567372
500,0.011931273083718687,0.00041992178325135334,0.0008425944318739377
600,0.011928668220236345,0.00030681392615118067,0.0006154901603629745
700,0.011927247299860746,0.0002295699157695646,0.0004604243417985675
800,0.011926434848358414,0.00017573307758341904,0.00035237176492581836
900,0.011925949403999856,0.00013734609844163142,0.00027534565887301325
1000,0.011925647651607398,0.00010934403604964939,0.00021917000624794493
1100,0.011925453382082027,8.849991292738002e-05,0.00017736175854343077
1200,0.011925324259209143,7.273856002018618e-05,0.00014575246844592547
1300,0.011925235780311176,6.069872404389594e-05,0.00012160844939395913
1400,0.011925173247381777,5.145935667230146e-05,0.0001030807144008442
1500,0.011925127580912387,4.4371293392571244e-05,8.886666302214864e-05
1600,0.011925093042000286,3.895516562361077e-05,7.800486033818637e-05
1700,0.011925065940033402,3.4840832362418647e-05,6.975324249355058e-05
1800,0.011925043871192979,3.173296266138615e-05,6.351986963802052e-05
1900,0.011925025255051208,2.9392609824945914e-05,5.882583340766231e-05
2000,0.01192500904519166,2.7627468703888033e-05,5.528565525892547e-05
2100,0.011924994544892143,2.628571156221421e-05,5.2594922185118e-05
2200,0.011924981287998307,2.5250528581826987e-05,5.051936831730612e-05
2300,0.011924968961116864,2.4434412759988766e-05,4.8883450441543913e-05
2400,0.01192495735241717,2.3773353588577797e-05,4.755873233180419e-05
2500,0.011924946317766024,2.322143573321541e-05,4.645306947977349e-05
2600,0.011924935758246507,2.274621905143122e-05,4.5501351321361424e-05
2700,0.011924925605196496,2.2325039843699565e-05,4.465808524040107e-05
2800,0.011924915810234188,2.1942190874360345e-05,4.3891740160323565e-05
2900,0.011924906338599968,2.1586845509602866e-05,4.318058148141823e-05
3000,0.011924897164707944,2.1251567068336363e-05,4.250967958324408e-05
3100,0.011924888269171575,2.093125685657426e-05,4.1868798389547724e-05
3200,0.01192487963681364,2.062242072293753e-05,4.125092309912671e-05
3300,0.011924871255333907,2.032266197171111e-05,4.0651242221154315e-05
3400,0.011924863114416422,2.003033280796445e-05,4.0066447825996615e-05
3500,0.01192485520513081,1.9744295713084895e-05,3.949425647333667e-05
3600,0.011924847519530173,1.946376053171703e-05,3.893308213399736e-05
3700,0.011924840050380555,1.9188173459871266e-05,3.83818133094798e-05
3800,0.01192483279097845,1.891714149813595e-05,3.7839661353756774e-05
3900,0.011924825735027208,1.8650381085582865e-05,3.7306057342829024e-05
4000,0.011924818876552928,1.8387683195539572e-05,3.678058199530772e-05
4100,0.01192481220984676,1.8128889626702393e-05,3.626291807044664e-05
4200,0.011924805729424962,1.7873876902515024e-05,3.575281804175632e-05
4300,0.011924799430000823,1.7622545338520315e-05,3.5250082146720405e-05
4400,0.011924793306464591,1.7374811618933214e-05,3.475454348223855e-05
4500,0.011924787353868793,1.7130603755517132e-05,3.4266057883215406e-05
4600,0.011924781567417187,1.6889857663537267e-05,3.3784497047876525e-05
4700,0.011924775942456162,1.6652514835198926e-05,3.330974386660681e-05
4800,0.011924770474467862,1.6418520757927666e-05,3.284168924627212e-05
4900,0.011924765159064432,1.6187823838153298e-05,3.238022994945693e-05
5000,0.011924759991983088,1.596037466810622e-05,3.1925267122440714e-05
5100,0.011924754969081752,1.5736125525457236e-05,3.14767052906391e-05
5200,0.011924750086335098,1.551503003095879e-05,3.10344516712872e-05
5300,0.011924745339830914,1.529704291334951e-05,3.0598415701487665e-05
5400,0.011924740725766665,1.5082119847067307e-05,3.0168508712442766e-05
5500,0.01192473624044628,1.4870217339418572e-05,2.974464370297543e-05
5600,0.01192473188027704,1.4661292651331253e-05,2.9326735180481336e-05
5700,0.011924727641766641,1.4455303740935322e-05,2.8914699047717364e-05
5800,0.011924723521520323,1.4252209222668914e-05,2.8508452520761157e-05
5900,0.01192471951623812,1.4051968336962338e-05,2.8107914068197293e-05
6000,0.01192471562271218,1.3854540927121243e-05,2.7713003364771454e-05
6100,0.011924711837824205,1.365988742114771e-05,2.7323641254946203e-05
6200,0.011924708158542914,1.346796881693395e-05,2.6939749723234392e-05
6300,0.01192470458192162,1.3278746669776087e-05,2.6561251869194696e-05
6400,0.01192470110509587,1.3092183081519593e-05,2.6188071885681714e-05
6500,0.011924697725281135,1.2908240690815713e-05,2.5820135039350426e-05
6600,0.011924694439770595,1.272688266417783e-05,2.545736765275602e-05
6700,0.011924691245932945,1.2548072687627077e-05,2.5099697087627715e-05
6800,0.01192468814121031,1.237177495874517e-05,2.4747051728971023e-05
6900,0.011924685123116188,1.2197954179051601e-05,2.4399360969819266e-05
7000,0.011924682189233454,1.202657554662199e-05,2.405655519646481e-05
7100,0.011924679337212423,1.1857604748921544e-05,2.371856577411607e-05
7200,0.011924676564768975,1.169100795578199e-05,2.338532503285814e-05
7300,0.011924673869682725,1.1526751812541492e-05,2.305676625392176e-05
7400,0.011924671249795231,1.136480343329222e-05,2.2732823656182028e-05
7500,0.011924668703008299,1.1205130394258606e-05,2.2413432382907765e-05
7600,0.011924666227282249,1.104770072727261e-05,2.2098528488714194e-05
7700,0.011924663820634333,1.089248291335323e-05,2.178804892671589e-05
7800,0.011924661481137128,1.0739445876381401e-05,2.1481931535880927e-05
7900,0.011924659206916977,1.0588558976873781e-05,2.1180115028565385e-05
8000,0.011924656996152503,1.0439792005831393e-05,2.0882538978225756e-05
8100,0.011924654847073165,1.0293115178701472e-05,2.058914380732138e-05
8200,0.011924652757957807,1.0148499129397552e-05,2.029987077537004e-05
8300,0.011924650727133309,1.0005914904427398e-05,2.001466196719061e-05
8400,0.011924648752973221,9.865333957092323e-06,1.973346028130583e-05
