iteration,loss,gradient_norm,learning_rate
0,50.24695041584247,7.690827580604815,0.08192000000000003
1,49.927996092945584,6.711598437374427,0.20480000000000007
2,48.926234844233974,1.4455251383202163,0.20480000000000007
3,48.919124243135656,1.3198283847819205,0.08192000000000003
4,48.906339627603614,1.1318951985857113,0.5120000000000001
5,48.88428832833853,0.5098006188112071,0.08192000000000003
6,48.88330535176596,0.48227778891473855,0.08192000000000003
7,48.87917033798217,0.16598356205052045,0.5120000000000001
8,48.87887909782833,0.1185204054916579,0.08192000000000003
9,48.878819305279116,0.1036292789313768,0.5120000000000001
10,48.878674579881505,0.06498253418747231,0.20480000000000007
11,48.87865975332233,0.059465382611770846,0.08192000000000003
12,48.87858949133747,0.01334543473676617,0.5120000000000001
13,48.878587956586955,0.01063152942085583,0.08192000000000003
14,48.878586312303625,0.006029543382071589,0.5120000000000001
15,48.878585619043776,0.0024046969614894935,0.08192000000000003
16,48.87858558207681,0.0020112523736179064,0.20480000000000007
17,48.87858549025052,0.0003234668366113978,0.20480000000000007
