iteration,loss,gradient_norm,learning_rate
0,50.00046952689183,23.879564907421056,1.6470859999999994
1,48.31916832862075,17.381387044712532,0.3954653485999997
2,26.757184187402075,12.416550873554854,1.1529601999999994
3,17.413404878840222,9.91707985936488,0.3954653485999997
4,10.940945031681657,6.0409171926898,0.8070721399999996
5,4.832459864649528,6.396512543990726,1.1529601999999994
6,1.9417567322824538,2.7175852625866783,0.5649504979999996
7,0.9374810157545739,2.897730633515722,0.8070721399999996
8,0.4537020976832212,1.3955510202868566,0.5649504979999996
9,0.2664887145811003,1.1916336433494228,1.1529601999999994
10,0.12644357867075454,0.6540916034898528,1.1529601999999994
11,0.11541340238980106,0.5796297886364202,1.6470859999999994
12,0.07221989884339072,0.4860733470288473,1.6470859999999994
13,0.056483313794516064,0.46037611205463913,1.6470859999999994
14,0.048764018885700415,0.41434416995015316,1.6470859999999994
15,0.03921432746220505,0.3366655897925402,1.6470859999999994
16,0.03161992939578567,0.2880970377177003,1.6470859999999994
17,0.027549614240750496,0.2710544073107256,1.6470859999999994
18,0.024270526771183257,0.23882892423256225,1.6470859999999994
19,0.020283726253453024,0.18088185837055398,1.6470859999999994
20,0.01678835823008063,0.12439395523084479,1.6470859999999994
21,0.014526634769858215,0.08381966649604312,1.6470859999999994
22,0.013305656246750784,0.05800890081683811,1.6470859999999994
23,0.012707012081594565,0.04217404026850157,1.6470859999999994
24,0.01242331885794757,0.032109452626519486,1.6470859999999994
25,0.01228348542227023,0.024808651948247884,1.6470859999999994
26,0.012204730147425933,0.018388971205095,1.6470859999999994
27,0.012153484270622041,0.012657127144956782,1.6470859999999994
28,0.012118302989197421,0.008311087408316365,1.6470859999999994
29,0.012110636306218671,0.010277468035309005,2.352979999999999
30,0.012102712748674352,0.012065153054075963,2.352979999999999
31,0.012101233146734853,0.015412744018309483,2.352979999999999
32,0.012053140441940795,0.009255158901908133,1.6470859999999994
33,0.01204420598147261,0.011707903854137003,2.352979999999999
34,0.012040212937766389,0.011828832088451695,2.352979999999999
35,0.0120013292363107,0.00652096778852674,1.6470859999999994
36,0.01199099598315763,0.007152171329698238,2.352979999999999
37,0.011983905984449475,0.006821633966670016,2.352979999999999
38,0.011982358309064899,0.008103430579484257,2.352979999999999
39,0.011961646606513414,0.00442321747666545,1.6470859999999994
40,0.011957496894546386,0.0052731831965764095,2.352979999999999
41,0.011954367579167615,0.0051457443786815564,2.352979999999999
42,0.01195330232843954,0.006116626464377409,2.352979999999999
43,0.01194124641367523,0.003216934428450675,1.6470859999999994
44,0.011938537916961168,0.003809233885461947,2.352979999999999
45,0.011937107539452162,0.0036473348923495488,2.352979999999999
46,0.011932039003474743,0.0021535627887233877,1.6470859999999994
47,0.011931359610671597,0.00231260490948775,2.352979999999999
48,0.011929609067192462,0.001204931161249296,1.6470859999999994
49,0.011929500193662963,0.0014878480117555808,2.352979999999999
50,0.01192886007503219,0.0007685141430601357,1.6470859999999994
51,0.011928782709371942,0.000992844141787779,2.352979999999999
52,0.011928743088380272,0.000982799605566429,2.352979999999999
53,0.011928348491952573,0.0006217598987070552,1.6470859999999994
54,0.011928313743469086,0.0009817477454331755,3.361399999999999
55,0.011928064150729096,0.000827086785694567,2.352979999999999
56,0.011927730773781888,0.0008995725604819847,2.352979999999999
57,0.011927659398852052,0.0012538117617222064,3.361399999999999
58,0.011927429216093521,0.0012843861035267013,2.352979999999999
59,0.011926794158050067,0.0006850867530247867,1.6470859999999994
60,0.011926646636736642,0.0007540380742549671,2.352979999999999
61,0.011926592450791888,0.0007569622538627027,2.352979999999999
62,0.011926386180516934,0.00044581628099831986,1.6470859999999994
63,0.01192633512728173,0.0004864245068126046,2.352979999999999
64,0.01192628261204235,0.0004518157387274616,2.352979999999999
65,0.011926224911740623,0.000483829333295362,2.352979999999999
66,0.011926161755992105,0.00044518895481677416,2.352979999999999
67,0.011926096983045274,0.0004571277958133617,2.352979999999999
68,0.01192603924077311,0.00042899751382306355,2.352979999999999
69,0.011926000207189065,0.0004507896532166864,2.352979999999999
70,0.01192598950672699,0.0004913700814394263,2.352979999999999
71,0.01192590918767565,0.0002803643476767181,1.6470859999999994
72,0.011925896167345714,0.0003277700728027409,2.352979999999999
73,0.01192588925153618,0.0003327084750208068,2.352979999999999
74,0.011925845970022877,0.00020040770613320784,1.6470859999999994
75,0.011925826519241699,0.00018956104174125806,2.352979999999999
76,0.011925809454097961,0.00024681791365609114,3.361399999999999
77,0.011925780174663189,0.0001910311687825475,2.352979999999999
78,0.01192577422220045,0.0003016235278180437,3.361399999999999
79,0.011925768411563472,0.0002996991612777672,2.352979999999999
80,0.011925734296428738,0.00018263752781209436,1.6470859999999994
81,0.011925721582039398,0.0001879335651685046,2.352979999999999
82,0.01192571917050605,0.0002703356215064434,3.361399999999999
83,0.011925702965158108,0.00026001219600125706,2.352979999999999
84,0.011925687265478173,0.0002801880853387299,2.352979999999999
85,0.011925673807531489,0.00028442227066748256,2.352979999999999
86,0.011925665004496579,0.00031836117296268093,2.352979999999999
87,0.011925664231632254,0.0003577603756410959,2.352979999999999
88,0.011925619709673417,0.00020682794169791675,1.6470859999999994
89,0.011925607769037807,0.0002328980738178399,2.352979999999999
90,0.011925593600828377,0.00021236538888568443,2.352979999999999
91,0.011925575857270016,0.00022118947882144484,2.352979999999999
92,0.011925552051029091,0.00018333307162251363,2.352979999999999
93,0.011925525633389568,0.0002543501070115488,3.361399999999999
94,0.011925495382161228,0.00031006277589555234,3.361399999999999
95,0.011925448926830968,0.00025809105326272675,2.352979999999999
96,0.011925415211099114,0.0003893883389224555,3.361399999999999
97,0.011925397785717473,0.0005141833171208987,3.361399999999999
98,0.011925323036950548,0.000505519603341775,2.352979999999999
99,0.011925235475636004,0.0005029077718595315,2.352979999999999
100,0.011925129333605098,0.000455799760952627,2.352979999999999
101,0.011925116487676376,0.0007301504351575396,3.361399999999999
102,0.011925060609571067,0.0007013862006685806,2.352979999999999
103,0.01192485825694367,0.00042133958691692415,1.6470859999999994
