epoch,cost
0,50.26622104196471
10,49.9929663464939
20,49.831462574974005
30,49.71654593579513
40,49.627327286114145
50,49.554416055340816
60,49.49277838225364
70,49.43940061161985
80,49.392335148046456
90,49.35025049759616
