epoch,cost
0,49.416777843243416
10,48.39396965288382
20,47.61952782144155
30,46.975345673921765
40,46.414778169891086
50,45.91370350272067
60,45.45772850859612
70,45.03745109628501
80,44.6463291770276
90,44.27959534793445
