target
9.894245
9.179984
10.712149
9.911952
10.043076
10.817797
10.4312
10.1160145
11.055262
9.988472
10.147061
10.623642
10.193092
8.853094
10.043337
10.720974
10.289838
10.632991
9.928229
9.383285
9.20994
10.545368
10.768148
8.922125
10.102584
10.440273
10.5696745
10.401563
10.598408
10.348109
10.3323765
9.546527
10.043293
10.2272005
10.359582
10.1887045
9.392328
9.301186
9.432844
10.08109
10.394549
10.699056
9.7981825
9.977667
9.974785
10.085476
10.239996
9.92818
9.4720125
9.852141
10.115611
10.1810055
10.260323
10.348366
10.397207
10.518646
9.533944
10.518701
10.494048
10.799494
9.952135
9.9942875
9.472705
10.491274
9.208539
9.42658
9.392328
8.756368
9.73501
9.947553
9.923339
9.104535
10.645329
9.996203
10.038717
10.85149
9.740851
11.514335
10.044987
8.850947
10.324695
9.852194
9.852194
8.2943
9.787347
9.208439
10.192081
10.424986
10.605049
9.998616
9.472397
10.264269
10.064586
9.740262
10.780954
10.184825
10.040071
9.947504
10.764181
10.645449
10.2252445
10.218955
10.165698
10.936814
10.0523815
8.507345
10.857767
10.337994
11.166144
10.536009
10.373491
10.325745
9.546026
8.423102
10.221796
10.135631
10.276119
10.038936
10.924067
10.35698
10.096213
9.081825
10.713284
10.024466
10.364103
10.697294
10.280245
10.6255865
9.998753
10.914762
10.404141
10.51843
10.298835
8.921591
10.921342
8.699514
10.192081
10.475202
9.09257
9.814164
10.448134
10.714218
10.267297
9.998434
9.946978
10.192081
11.012727
10.577095
10.248176
10.396994
10.4137335
10.926316
10.61727
9.9029875
9.7981825
11.088293
9.8672905
10.250122
9.947791
10.756285
10.273982
10.034779
10.697204
9.711055
10.599031
9.304832
6.802395
10.896517
11.238436
9.588229
10.30882
8.699514
10.184787
9.3670025
10.727685
10.363189
9.546813
9.464129
10.686155
10.467978
10.4484825
10.618421
10.503724
10.714995
11.066498
9.975808
10.360691
10.221941
9.928229
10.518565
11.008182
10.038455
10.210898
10.2030735
10.797655
10.633401
10.230883
10.298868
10.406563
9.84464
9.968854
10.528222
10.274603
10.628908
10.173591
10.745938
10.531857
9.64866
10.232287
10.341484
9.104091
10.043076
10.042945
10.518322
10.215594
9.545455
9.740733
8.853094
9.680282
10.751521
10.586104
10.222051
8.9227915
9.568714
9.749812
10.776683
10.645329
10.160955
10.607104
10.124148
9.615539
9.878221
9.6231785
8.922125
10.043076
9.680282
10.088306
10.832319
10.690808
10.671603
10.717347
9.851984
9.093806
11.173894
10.250971
10.555578
9.780642
10.281307
10.762912
9.615072
11.277836
9.939964
9.893437
9.239802
9.747944
10.413313
10.373741
10.358568
10.311815
10.126671
10.018779
9.305286
10.203185
10.535503
10.230631
11.219641
8.985821
10.470107
10.157005
9.770013
10.064798
9.20994
10.332213
8.974745
9.047939
10.398214
11.104776
10.165813
9.92818
10.535716
9.854403
9.952087
10.831529
10.946887
10.465899
10.700341
10.886707
10.45262
9.648401
10.389918
10.30213
9.20954
10.698695
10.768717
9.510519
9.433324
10.251641
10.79837
10.8665285
10.437815
8.098947
10.197686
10.665788
8.281724
9.472705
10.433998
9.798127
10.307318
10.126631
8.698848
10.635687
9.8979225
9.510519
10.344963
10.331953
10.775847
10.214788
9.901786
10.73193
10.81563
10.548652
10.264652
10.218627
10.554849
9.997615
10.559167
10.993026
