iteration,loss,gradient_norm,velocity_norm
0,19.810545510962132,6.90339044654208,55.224203582499584
10,0.7490347016983211,1.7039710345125176,41.462897416443035
20,0.8617116864587822,1.2227452402421488,11.920680303239052
30,0.9795913245520097,1.4558839051461792,5.554819799246908
40,0.18912150249149634,0.6831768945827457,8.29717610121899
50,0.014532598976159326,0.07195864776078328,4.309028068352354
60,0.040947348917989276,0.2365453141953024,0.4112037521662516
70,0.026174457630944465,0.17769075893204647,1.2526872268337768
80,0.013524986079147244,0.05407712241174807,1.0587230093175137
90,0.012948491377725524,0.026436538941846086,0.3723192105225632
100,0.013087854909882015,0.036308374439530174,0.1349716555766449
110,0.012577416854149218,0.019910809671813013,0.21410367716234224
120,0.012392425541191287,0.007109643671635832,0.13573442994034576
130,0.012362820346739163,0.008133186776288734,0.06869439300637216
140,0.012319869787662393,0.007233774175901417,0.06692375774915381
150,0.012280211443568619,0.005499096809749507,0.06233868218146361
160,0.012252119914477801,0.004942675774241723,0.05352380671526887
170,0.012228417071628386,0.004686615922657028,0.04904997141312094
180,0.012207182294322503,0.00436160368346483,0.04617030795773157
190,0.012188520951328918,0.004089052800853592,0.04329282477987507
200,0.012171998576502066,0.0038702138090106553,0.04074851604403571
210,0.012157189627016958,0.0036732282633377324,0.0385624566274361
220,0.012143840166690635,0.0034948471454778643,0.03660513887292613
230,0.01213174458795079,0.003335128737860675,0.03484037597846557
240,0.012120723436217775,0.0031911001125687496,0.03325310693817656
250,0.012110629475869193,0.003060464462145791,0.03181992727456034
260,0.012101341248869893,0.0029416624020773877,0.030520464170014062
270,0.012092756925978523,0.002833251342575025,0.029338492539659863
280,0.012084790994575939,0.002733926215986569,0.028259606013354498
290,0.012077371514983703,0.002642562037204883,0.02727099287427696
300,0.012070437707029723,0.0025581785816893906,0.026361478832129918
310,0.012063938013231388,0.0024799180146716257,0.0255213094878169
320,0.012057828529821608,0.002407033647486375,0.024741966728761514
330,0.012052071711722427,0.0023388773911761987,0.024016036434121996
340,0.01204663530581251,0.002274887546424778,0.023337082058236345
350,0.012041491473002175,0.0022145781596980534,0.022699526081780438
360,0.012036616064023637,0.0021575294765453236,0.02209854385919452
370,0.012031988021197232,0.002103379330164917,0.021529968249602873
380,0.012027588883836277,0.0020518154790677683,0.02099020402528136
390,0.012023402378896533,0.0020025688364753384,0.02047615171463364
400,0.012019414081786554,0.001955407514248983,0.019985140287616977
410,0.012015611134984219,0.0019101316110759457,0.01951486796902267
420,0.012011982014312505,0.001866568674221776,0.019063350466835646
430,0.012008516334532036,0.001824569764099408,0.01862887590064032
440,0.012005204687388651,0.0017840060540277307,0.01820996572481872
450,0.01200203850646849,0.0017447659018794694,0.017805340972274823
460,0.011999009954210183,0.001706752335193256,0.017413893187388126
470,0.01199611182724289,0.0016698808965937713,0.01703465946630951
480,0.011993337476892721,0.0016340778017407416,0.016666801075659352
490,0.011990680742254133,0.001599278367273404,0.016309585174417253
500,0.011988135893679273,0.0015654256711972571,0.0159623692161724
510,0.011985697584913513,0.0015324694127862237,0.015624587658557423
520,0.011983360812414886,0.0015003649432997754,0.015295740652772047
530,0.011981120880649973,0.00146907244262176,0.014975384428159435
540,0.01197897337236858,0.0014385562203217345,0.014663123124669948
550,0.011976914123032706,0.0014087841226368214,0.014358601859782712
560,0.011974939198718072,0.0013797270295006648,0.014061500846242858
570,0.011973044876923881,0.0013513584280362317,0.013771530403081047
580,0.011971227629823783,0.00132365405091503,0.01348842672512801
590,0.011969484109570931,0.0012965915696994356,0.013211948295952415
600,0.01196781113533614,0.0012701503347592779,0.012941872846166968
610,0.01196620568181266,0.0012443111546178237,0.012677994773681258
620,0.011964664868966253,0.0012190561086640234,0.012420122955026652
630,0.011963185952846298,0.0011943683880901801,0.012168078887607634
640,0.01196176631730455,0.0011702321607005484,0.011921695111890042
650,0.011960403466493455,0.0011466324559044761,0.01168081387033358
660,0.011959095018037184,0.0011235550667755636,0.011445285966507639
670,0.011957838696785655,0.0011009864665399976,0.011214969793460856
680,0.01195663232907656,0.0010789137372649907,0.010989730505191
690,0.011955473837441982,0.0010573245088641148,0.010769439309110493
700,0.011954361235706574,0.0010362069068288095,0.010553972860830377
710,0.011953292624431972,0.0010155495073421953,0.010343212745485544
720,0.01195226618666937,0.0009953412986410828,0.010137045032277563
730,0.011951280183987705,0.0009755716476678888,0.009935359890983583
740,0.011950332952749563,0.0009562302712039997,0.009738051260932041
750,0.011949422900611047,0.0009373072108016,0.00954501656442499
760,0.011948548503224984,0.0009187928109376347,0.009356156457835746
770,0.01194770830112977,0.0009006776999031077,0.009171374614665516
780,0.011946900896808296,0.0008829527730166897,0.008990577535731748
790,0.01194612495190348,0.0008656091778156382,0.008813674382412706
800,0.0119453791845786,0.0008486383009307126,0.00864057682950599
810,0.011944662367011794,0.0008320317563974166,0.008471198934793226
820,0.01194397332301556,0.0008157813751942352,0.008305457022854592
830,0.011943310925772877,0.0007998791958309268,0.008143269581056963
840,0.011942674095682526,0.0007843174558370576,0.007984557165960606
850,0.011942061798306857,0.0007690885840244102,0.007829242318660294
860,0.011941473042415959,0.000754185193415776,0.0076772494878048925
870,0.011940906878122663,0.0007396000747496739,0.007528504959232668
880,0.011940362395103285,0.0007253261904838152,0.007382936791321935
890,0.011939838720899498,0.0007113566692322381,0.007240474755294127
900,0.011939335019297004,0.0006976848005806303,0.007101050279822134
910,0.011938850488777035,0.000684304030232894,0.006964596399394845
920,0.011938384361036957,0.000671207955448853,0.0068310477059710046
930,0.011937935899576604,0.0006583903207390618,0.00670034030352577
940,0.011937504398347046,0.0006458450137877222,0.006572411765151841
950,0.011937089180458828,0.0006335660615788574,0.006447201092427143
960,0.011936689596946794,0.0006215476267045017,0.006324648676802942
970,0.011936305025588893,0.0006097840038368777,0.006204696262801971
980,0.011935934869776394,0.0005982696163486824,0.006087286912846207
990,0.011935578557433178,0.000586999013068401,0.0059723649735595324
1000,0.01193523553998181,0.0005759668651587316,0.005859876043411811
1010,0.01193490529135433,0.0005651679631083458,0.005749766941589494
1020,0.011934587307045686,0.0005545972138281167,0.005641985677993254
1030,0.011934281103207857,0.0005442496378443667,0.005536481424276243
1040,0.011933986215783078,0.0005341203665823686,0.005433204485847673
1050,0.011933702199673994,0.0005242046397344887,0.0053321062747762465
1060,0.011933428627949612,0.0005144978027077239,0.005233139283535622
1070,0.01193316509108505,0.0005049953041461014,0.00513625705954114
1080,0.011932911196233848,0.0004956926935240236,0.0050414141804329266
1090,0.011932666566531351,0.0004865856188069393,0.004948566230065602
1100,0.011932430840427713,0.0004776698241760526,0.004857669775168771
1110,0.011932203671049352,0.00046894114781432595,0.004768682342646571
1120,0.011931984725587586,0.0004603955197509338,0.004681562397487173
1130,0.011931773684713204,0.00045202895976206213,0.004596269321256525
1140,0.011931570242015905,0.0004438375753256224,0.004512763391152402
1150,0.011931374103467528,0.0004358175596279663,0.004431005759596896
1160,0.011931184986908025,0.0004279651896207833,0.0043509584343476146
1170,0.011931002621553204,0.00042027682412648214,0.0042725842591091415
1180,0.011930826747523268,0.00041274890199025175,0.004195846894627348
1190,0.01193065711539134,0.00040537794027761847,0.004120710800250953
1200,0.011930493485750994,0.00039816053251578797,0.004047141215945105
1210,0.011930335628802104,0.0003910933469776987,0.003975104144743263
1220,0.011930183323954105,0.0003841731250073157,0.0039045663356238255
1230,0.011930036359446004,0.00037739667938511485,0.00383549526679917
1240,0.01192989453198238,0.00037076089273258066,0.0037678591294051933
1250,0.0119297576463847,0.0003642627159546072,0.0037016268115800917
1260,0.011929625515257307,0.00035789916671881617,0.0036367678829213857
1270,0.011929497958667443,0.0003516673279707453,0.0035732525793111393
1280,0.011929374803838672,0.0003455643464839826,0.003511051788099197
1290,0.011929255884857201,0.0003395874314443593,0.0034501370336351795
1300,0.011929141042390517,0.00033373385306722305,0.0033904804631397596
1310,0.011929030123417771,0.0003280009412470344,0.0033320548329068105
1320,0.011928922980971497,0.0003223860842384466,0.003274833494827442
1330,0.011928819473890068,0.00031688672736792745,0.003218790383228052
1340,0.011928719466580593,0.0003115003717754377,0.003163900002014187
1350,0.01192862282879164,0.00030622457318507613,0.00311013741211266
1360,0.01192852943539547,0.00030105694070423734,0.0030574782192042717
1370,0.011928439166179356,0.00029599513565044006,0.0030058985617399886
1380,0.011928351905645587,0.0002910368704051105,0.0029553750992334696
1390,0.011928267542819844,0.0002861799072938153,0.002905885000823123
1400,0.011928185971067465,0.0002814220574920897,0.002857405934097005
1410,0.011928107087917462,0.00027676117995635585,0.0028099160541740437
1420,0.011928030794893725,0.00027219518037932,0.0027633939930353153
1430,0.011927956997353354,0.0002677220101691651,0.002717818849099309
1440,0.011927885604331608,0.00026333966545202223,0.0026731701770349907
1450,0.011927816528393344,0.0002590461860971799,0.0026294279778071327
1460,0.011927749685490556,0.0002548396547643314,0.0025865726889479587
1470,0.011927684994825851,0.0002507181959725374,0.00254458517504972
1480,0.011927622378721569,0.00024667997519017555,0.002503446718472877
1490,0.01192756176249427,0.00024272319794548062,0.0024631390102644035
1500,0.011927503074334465,0.00023884610895716712,0.0024236441412813386
1510,0.01192744624519126,0.0002350469912845478,0.0023849445935144016
1520,0.011927391208661793,0.00023132416549685424,0.0023470232316070263
1530,0.011927337900885179,0.0002276759888610563,0.002309863294564688
1540,0.011927286260440881,0.00022410085454802896,0.0022734483876503783
1550,0.011927236228251193,0.00022059719085624284,0.0022377624744612805
1560,0.011927187747487805,0.00021716346045297404,0.0022027898691824596
1570,0.011927140763482122,0.0002137981596322149,0.002168515229013247
1580,0.01192709522363934,0.00021049981758921164,0.00213492354676206
1590,0.011927051077355987,0.00020726699571093748,0.0021020001436056136
1600,0.011927008275940863,0.00020409828688238723,0.0020697306620085973
1610,0.011926966772539222,0.0002009923148080426,0.0020381010587997165
1620,0.011926926522060061,0.00019794773334839115,0.002007097598400579
1630,0.011926887481106305,0.00019496322587092874,0.0019767068462035295
1640,0.011926849607907967,0.0001920375046154425,0.001946915662094973
1650,0.011926812862257935,0.00018916931007312342,0.0019177111941204002
1660,0.0119267772054504,0.00018635741037925557,0.0018890808722881215
1670,0.01192674260022179,0.0001836006007190845,0.001861012402507923
1680,0.011926709010694158,0.00018089770274664398,0.001833493760661647
1690,0.01192667640232075,0.00017824756401607435,0.0018065131868025073
1700,0.011926644741833914,0.00017564905742532908,0.0017800591794799195
1710,0.011926613997195022,0.00017310108067177332,0.0017541204901869267
1720,0.01192658413754649,0.000170602555719581,0.001728686117927302
1730,0.011926555133165692,0.00016815242827845813,0.001703745303899318
1740,0.011926526955420751,0.00016574966729357654,0.001679287526293621
1750,0.01192649957672814,0.000163393264446417,0.0016553024952023086
1760,0.011926472970511937,0.00016108223366614812,0.001631780147636647
1770,0.011926447111164798,0.00015881561065146275,0.0016087106426507973
1780,0.011926421974010441,0.00015659245240253272,0.0015860843565691453
1790,0.011926397535267646,0.00015441183676281564,0.0015638918783146812
1800,0.011926373772015737,0.00015227286197057105,0.001542124004836125
