iteration,loss,gradient_norm
0,42.03709338786548,9.287670153229493
10,34.3667739844165,8.378091786172861
20,28.10762195037509,7.5729949260399465
30,22.99098001563274,6.847840963558529
40,18.806858269028012,6.192630294264951
50,15.385003294079326,5.600258300122438
60,12.586443070967135,5.064622546750377
70,10.297590093814192,4.580265053012753
80,8.425575447935916,4.142265217989052
90,6.89446116556495,3.746179067124293
100,5.642149753851932,3.3879909452749533
110,4.617859501914025,3.0640713617436877
120,3.7800611388837173,2.7711393821393195
130,3.0947911896424554,2.5062288636353185
140,2.534273074859379,2.266658062737869
150,2.075789700258368,2.050002240150435
160,1.7007616046589604,1.8540689449411587
170,1.3939931486506012,1.676875702251328
180,1.1430560877469529,1.5166298620673344
190,0.9377854752777738,1.3717103940698403
200,0.7698674149296243,1.2406514368814783
210,0.6325019202473535,1.1221274301517195
220,0.5201271925528372,1.0149396755026066
230,0.42819412499373954,0.9180041878712802
240,0.3529818809879748,0.8303407125588871
250,0.2914470635418059,0.7510627955837943
260,0.2411003558393492,0.6793688059380066
270,0.19990562870177053,0.6145338182190486
280,0.16619742239480337,0.5559022729872047
290,0.1386134559210728,0.5028813401910739
300,0.11603942668775033,0.4549349182082526
310,0.0975638620733322,0.4115782075453333
320,0.08244119218876045,0.37237280410436985
330,0.07006154660125874,0.336922262216081
340,0.05992605050563015,0.3048680824193069
350,0.0516266188603751,0.2758860832829645
360,0.04482942940823021,0.24968312046534982
370,0.03926140467623795,0.22599411972735217
380,0.034699155052981975,0.20457939379671417
390,0.030959934820864454,0.18522221585287324
400,0.02789424462762907,0.16772662499534655
410,0.025379780624524964,0.1519154413995708
420,0.02331648508599508,0.13762847097637265
430,0.02162249797181374,0.12472088125646126
440,0.020230845407937424,0.11306173193917742
450,0.019086730927924744,0.10253264509317334
460,0.018145319743749864,0.09302660139274506
470,0.01736992629369343,0.08444685003309986
480,0.016730531655851113,0.0767059211067691
490,0.016202570781181327,0.0697247302575009
