epoch,cost
0,51.06442539321369
10,50.648962762824304
20,50.23741656029189
30,49.829712720601144
40,49.425780592133954
50,49.025552710959104
60,48.62896500325789
70,48.235956953838176
80,47.846469793721916
90,47.46044797663823
