epoch,cost
0,50.96018821715608
10,50.4427047668102
20,49.93128211894854
30,49.425780202961896
40,48.92606668540365
50,48.43201704882733
60,47.943513943286355
70,47.46044748432351
80,46.9827125897213
90,46.51021012631164
