iteration,loss,gradient_norm,step_size,line_search_iterations
1560,0.011924579973352566,1.454320950031381e-06,0.01,0
1570,0.011924579973145357,1.3152618003813565e-06,0.01,0
1580,0.011924579972972325,1.1894991974365944e-06,0.01,0
1590,0.011924579972827252,1.075761756326821e-06,0.01,0
1600,0.011924579972705044,9.728996486535027e-07,0.01,0
1610,0.011924579972601537,8.798730060969385e-07,0.01,0
1620,0.011924579972513328,7.957413767793e-07,0.01,0
1630,0.011924579972437635,7.196542379839648e-07,0.01,0
1640,0.011924579972372168,6.508423915032677e-07,0.01,0
1650,0.011924579972315077,5.886101914321904e-07,0.01,0
1660,0.011924579972264827,5.323285077017388e-07,0.01,0
1670,0.011924579972220175,4.814283597021698e-07,0.01,0
1680,0.011924579972180103,4.353951797228656e-07,0.01,0
1690,0.01192457997214378,3.937635981819058e-07,0.01,0
1700,0.01192457997211052,3.5611274040418603e-07,0.01,0
1710,0.011924579972079765,3.2206197956703535e-07,0.01,0
1720,0.011924579972051059,2.9126708438688706e-07,0.01,0
1730,0.011924579972024032,2.6341672949171814e-07,0.01,0
1740,0.01192457997199837,2.382293688195394e-07,0.01,0
1750,0.011924579971973834,2.154503739861352e-07,0.01,0
1760,0.011924579971950214,1.9484945607978917e-07,0.01,0
1770,0.011924579971927345,1.762183526023763e-07,0.01,0
1780,0.011924579971905087,1.593687203183651e-07,0.01,0
1790,0.011924579971883335,1.4413021548076433e-07,0.01,0
1800,0.011924579971861991,1.3034878371779357e-07,0.01,0
1810,0.011924579971840979,1.1788510653763832e-07,0.01,0
1820,0.01192457997182025,1.0661318033184323e-07,0.01,0
1830,0.011924579971799736,9.641905044516147e-08,0.01,0
1840,0.011924579971779412,8.719966434424e-08,0.01,0
1850,0.011924579971759237,7.886181773341015e-08,0.01,0
1860,0.011924579971739187,7.13212167514293e-08,0.01,0
1870,0.011924579971719237,6.450163250941402e-08,0.01,0
1880,0.011924579971699366,5.833412252660895e-08,0.01,0
1890,0.011924579971679564,5.275633660757768e-08,0.01,0
1900,0.011924579971659814,4.771188779873608e-08,0.01,0
1910,0.011924579971640113,4.3149782402337536e-08,0.01,0
1920,0.01192457997162045,3.9023894417453893e-08,0.01,0
1930,0.011924579971600813,3.5292514007506645e-08,0.01,0
1940,0.011924579971581202,3.19179241552373e-08,0.01,0
1950,0.011924579971561612,2.8866007822230923e-08,0.01,0
1960,0.011924579971542037,2.6105907394084424e-08,0.01,0
1970,0.011924579971522475,2.360972313050739e-08,0.01,0
1980,0.011924579971502923,2.1352219704126404e-08,0.01,0
1990,0.011924579971483384,1.9310573784649897e-08,0.01,0
2000,0.011924579971463853,1.746414860128393e-08,0.01,0
2010,0.011924579971444324,1.5794274154213668e-08,0.01,0
2020,0.011924579971424801,1.4284068571449879e-08,0.01,0
2030,0.011924579971405282,1.2918268967914928e-08,0.01,0
2040,0.011924579971385768,1.168306697829874e-08,0.01,0
2050,0.011924579971366258,1.0565973893608142e-08,0.01,0
2060,0.011924579971346749,9.555696259462969e-09,0.01,0
