iteration,loss,gradient_norm,learning_rate
0,48.93729263096071,1.578946448647364,0.04035360699999998
1,48.87998438599231,0.24422325578690163,0.04035360699999998
2,48.878620864829294,0.03812541292128121,0.04035360699999998
3,48.87858786221622,0.006249054869152733,0.04035360699999998
4,48.878586936654784,0.0019171537648223164,0.04035360699999998
5,48.87858666675459,0.0021961475192228855,0.11764899999999995
6,48.878586499736656,0.0015864001286820608,0.05764800999999997
7,48.87858633255061,0.002200395581373918,0.11764899999999995
8,48.87858621728547,0.0012334748686805273,0.04035360699999998
9,48.878585992579474,0.0022860120317721028,0.24009999999999992
10,48.87858589691037,0.0009550804122393722,0.028247524899999984
