epoch,cost
0,51.06450097611865
10,50.6490817966422
20,50.23739298936771
30,49.829661026144244
40,49.42573034601691
50,49.02548995196553
60,48.62882273430012
70,48.235884368930435
80,47.84649782217039
90,47.460468989742154
