iteration,loss,gradient_norm
0,51.360099935661125,10.242413436615657
1,50.36061526688533,9.972794063394497
2,49.37092637653168,9.881195950507664
3,48.39263059694918,9.76578983054035
4,47.42325368774368,9.66543560759863
5,46.465394602997804,9.561800607167438
6,45.51740388207764,9.461235055493221
7,44.58046496197558,9.355120448989814
8,43.65254413430539,9.253447079655134
9,42.735570470565435,9.154286288591166
10,41.82883360946827,9.055723080455595
11,40.93258668749316,8.950280365025579
12,40.04554828442573,8.851203150052001
13,39.16956173427536,8.751610138702317
14,38.302901484405666,8.650753303421299
15,37.44725922897957,8.550244415050386
16,36.60044221284268,8.451228848621884
17,35.76479065878927,8.352587460934805
18,34.93907545785604,8.251530749083868
19,34.12292651333599,8.153894046855122
20,33.3175874359556,8.050252143846864
21,32.52128507717058,7.952412905957746
22,31.73562688173335,7.8554294115224454
23,30.960228545072063,7.752848577547934
24,30.194289046749276,7.653792817453239
25,29.438442018462286,7.559539176244417
26,28.693708845720437,7.452525192740667
27,27.957255051247582,7.351943671428312
28,27.23109165398605,7.260612315482761
29,26.516698255079948,7.159267236290314
30,25.810674895628477,7.054249180355957
31,25.114447909457066,6.960738163244669
32,24.429547948924977,6.863180241613861
33,23.754189915574344,6.758696242843427
34,23.08825026775568,6.659027574277975
35,22.432336113239497,6.565415629793083
36,21.787638535414885,6.4623546684497715
37,21.151385279287567,6.364911289413394
38,20.526403953464165,6.271227002410337
39,19.911464397326068,6.164535042977626
40,19.305860246754293,6.066503869265286
41,18.709782489646045,5.97649478265998
42,18.126204177477167,5.874889800068266
43,17.551017967179085,5.769245861536712
44,16.985092697227273,5.679308159781973
45,16.43111621222201,5.573032767692485
46,15.88431883820394,5.474814980926826
47,15.350469077201108,5.393558942290826
48,14.826421273270004,5.276845169982405
49,14.310790207962686,5.183147361914653
50,13.805663838061657,5.079894083190158
51,13.30974167993539,4.99549020106593
52,12.827178912361621,4.895947802500122
53,12.351491923327922,4.788555828519275
54,11.887171148735158,4.694049232292836
55,11.431874517238164,4.590929887445536
56,10.986473341816296,4.5079517258905835
57,10.552869886377877,4.405399917369555
58,10.129150974032676,4.3010163578895275
59,9.71341800416463,4.20754167028239
60,9.308904708766343,4.106680004408348
61,8.91351330734515,4.019216765965829
62,8.529862507367044,3.9205664686956574
63,8.156341457278472,3.819578189734951
64,7.791011002842808,3.718001839888417
65,7.4354273365938,3.6193827366172235
66,7.091006647813243,3.5397030978076898
67,6.7566797991508185,3.435117188769854
68,6.432709720094788,3.337666843719968
69,6.117306821938424,3.240464008940604
70,5.812752761851095,3.1530135267164874
71,5.518340413914098,3.0517789653781224
