iteration,loss,gradient_norm,learning_rate
0,2.064389383238567,2.0494623832034726,0.8
1,0.09402382783643239,0.40989407898312996,0.8
2,0.015208576119438003,0.08197913626641938,0.8
3,0.012055940870499752,0.016395891347504316,0.8
4,0.011929834453321594,0.003279191088396215,0.8
5,0.011924790156343845,0.0006558407814694793,0.8
6,0.011924588382851663,0.00013116866905545083,0.8
7,0.011924580311846017,2.6233836363870746e-05,0.8
8,0.011924579989001713,5.246787780659041e-06,0.8
9,0.011924579976086347,1.0493616612249582e-06,0.8
10,0.011924579975568233,2.0987315696443568e-07,0.8
